Tweet,Date,♡,Image
aber nur die vom deutschen volke!!!! http://,May 25 2017,0,
"als die deutschen ihre frauen den nafris gaben, http://",May 25 2017,0,
er kann gerne nach syrien zurückfküchten.. http://,May 25 2017,0,
helle haut. das war doch eh wieder so ein ficki ficki nafri.,May 25 2017,0,
nafri schwänze süchtige fotze http://,May 25 2017,0,
nafris raus aus deutschland!!! http://,May 25 2017,0,
nein danke zu muselvolk und nafris http://,May 25 2017,0,
twitter sollte von der afd gekauft kene macht der nafri religion.,May 25 2017,0,
"vatertag oder auch männertag zeigt uns wieder auf dass wir unser volk und unsere frauen schützeb müssen, nafri müll raus aus deutschland!!!",May 25 2017,0,
"Nun auch in unserer #uckermark... 😠😠

#syrer #merkel #gutmenschen #Asylterror
http://",May 30 2017,3,0030.jpg
@name @name @name Lass mal deine Blöd-Zeitung weg...,May 30 2017,0,
"@name Der is jut.. Wenns nich so zum kotzen wäre, könnte man fast drüber lachen.. 🙋",May 31 2017,1,
@name @name Dann nehm doch paar von den Asyltouristen bei dir zuhause auf... Lappen,Jun 01 2017,0,
@name @name Ik kotz gleich... 😠😠😠,Jun 01 2017,2,
@name Davon gibt es noch viel zu wenige bei uns du Vollhorst..,Jun 01 2017,0,
@name Juhu als hätte ichs geahnt😜,Jun 03 2017,1,
@name Sehr schön und alles gut❓,Jun 03 2017,2,
@name Eine der letzten Städte mit der Ehrenbürgerschaft für 18 aber das ja auch vorbei,Jun 04 2017,0,
@name Wenn ik diese Bratzen schon sehe... Wie wäre es mit Grenzen zu ihr Bastarde😠😠😠,Jun 04 2017,1,
Ich hätte den Schlauch an den Waschmaschinen-Abfluss angeschlossen! #fckafa #noTddZ #ka36 #TddZ #TddZ2017 http://,Jun 04 2017,1,
@name Arschkriechende Zecke..,Jun 08 2017,3,
"Ich nehme mir das Recht #Deutschland zu lieben. Und das Recht gegen jeden anzugehen, der diesem Land schadet!
#NSjetzt",Jun 08 2017,2,
"""Die Ungemütlichen"" - 1. Mai 2017 Sponti in Apolda
http://
#AntiKap #ResistCapitalism #KapitalismusZerschlagen #NSjetzt",Jun 09 2017,5,
@name Klar.. Die Wahlen rücken näher.. Da muß man jetzt schon langsam draufhin steuern.. #lügenstaat,Jun 09 2017,0,
@name Mir fehlt Möglichkeit E,Jun 10 2017,1,
"@name Wichtig, damit es Bereicherung nicht nur während der Pause und nach der Schule gibt.
Da hat sich aber wer n Fleißsternchen verdient 😊",Jun 14 2017,1,
"@name Wirkungskreis: ""Überschaubar""
Rückmeldung: Gering (?)
Risiko: Überdurchschnittlich hoch
Inhalt: Sehr lesenswert

Andere Wege?",Jun 15 2017,0,
"#AnticapitalistGames2017 - Vereint gegen Krieg, Krise und Kapitalismus!
#AntiKap #NoG20 #BlockG20 #ResistCapitalism
http://
http://",Jun 18 2017,12,0031.jpg
"... das Wort zum Sonntag... wobei der letzte Satz der schönste ist !!! 
#noislam #Deutschland #BRD 
#esreicht #AfDwählen
http://",Jun 18 2017,1,0032.jpg
Entwicklungsminister: Müller warnt vor 100 Millionen Flüchtlingen aus Afrika http:// via @news,Jun 18 2017,0,
NSU-Terror: Opfer-Angehörige verklagen Staat | tagesschau.de http://,Jun 18 2017,0,
Täter schlugen mit Knüppeln auf sie ein - Frau (30) in Berliner Park überfallen http://,Jun 18 2017,0,
"😂😂😂😂 der #Stegner ist und bleibt einfach ein #Gaudibursche
Zählen ist jetzt nicht unbedingt seine Stärke aber alles andere kann er einfach http://",Jun 18 2017,3,
"Unser Nationalismus ist das Bekenntnis zu unserer Freiheit & zur Freiheit der Völker!
http://
#NSjetzt",Jun 19 2017,1,
Trauermarsch am Sonntag in der Bonner Wenzelgasse http://,Jun 23 2017,0,
@MartinSchulz Scheiss Arschkriecher...,Jun 24 2017,0,
"#Deutschland #BRD im Jahr 2017 !! 
.. und der doofe Michel zahlt schön seine Steuern, deswegen bei der #BTWahl #AfDwählen
http://",Jun 25 2017,0,0033.jpg
@name Sollen von mir aus Scheisse fressen...,Jun 25 2017,0,
"Genau Martin, die einzige #Wahl wird sein, Dich, den größten Blender seit AH und Deine #SPD Heuchlertruppe  NICHT zu wählen !!! 
#AfDwählen
http://",Jun 25 2017,0,
Kollaps in Moschee in Istanbul - Erdogan erleidet Schwächeanfall http://,Jun 25 2017,0,
Mal ne Meldung wert http://,Jun 25 2017,0,
Vettel spricht sich für mehr Patriotismus aus http://,Jun 25 2017,0,
"Danke #Merkel und deine #Asyltouristen

Traurig aber wahr..
http://",Jun 26 2017,2,0034.jpg
"#Halle #merkel #asylpolitik #Flüchtlinge

Islamisierung findet nirgends statt..#NEIN..
Parasiten-Versammlung😠😠😠👊👊👊
http://",Jun 26 2017,7,
@name @name @name Und dem Diktaturstaat wieder ein Stück näher...,Jun 27 2017,3,
@name Und wir nehmen das alles so hin.. Eine Schande.. 😠,Jun 27 2017,0,
@name Wird immer schlimmer mit den Parasiten... 😠😠,Jun 27 2017,0,
"Neueröffnung in Berlin: Café berechnet nicht Kaffee und Kuchen, sondern wie lange ein Kunde bleibt http://",Jun 28 2017,0,
"... fang schon mal an, Martin
Anscheinend hat #Deutschland #BRD wirklich keine anderen Probleme !!! 
#SPD #CDU
http://",Jun 29 2017,2,0035.jpg
"Schon mal für #G20 packen...
#AntiKap #resistcapitalism
#NoG20 #BlockG20 #NoG20HH #Protestwelle #welcome2hell #G20HAM17 #G20HAM #Hamburg
http://",Jun 30 2017,5,0036.jpg
"#ehefuerralle
Darf ich jetzt auch meinen Hund heiraten?",Jun 30 2017,0,
@name Ganz toll... NICHT,Jun 30 2017,0,
Dann bleibt doch bei Mutti http://,Jun 30 2017,0,
Wie die #Affen sich ähnelt.. #Schulz http://,Jun 30 2017,1,
"#G20 stoppen - Nationale Alternative aufbauen! #resistcapitalism
#AntiKap #NoG20 #BlockG20 #NoG20HH #G20Protestwelle #welcome2hell #G20HAM17
http://",Jul 01 2017,9,0037.jpg
"#Deutschland #BRD 
#Noislam #esreicht # Afdwählen
#norefugees 

...also unsere Kulturen passen wirklich perfekt zusammen..!!!
http://",Jul 01 2017,1,0038.jpg
"...noch ein bisschen was zum Lachen Abschluss des Tages! 
#Deutschland #BRD #Merkel #abmerkeln #CSU #CDU #BTWahl
http://",Jul 02 2017,2,0039.jpg
"#Deutschland #BRD 2017 
komplett verrückt geworden !!!!!!! http://",Jul 02 2017,0,
".. ist bei #ehefuerralle auch die Anzahl der Partner geregelt ?? 
Ev. kann Sie ja jetzt noch mehr #Flüchlinge heiraten!
http://",Jul 02 2017,1,
"... und es wird täglich verrückter !!! 
#Deutschland #BRD #Bayern
#refugeesnotwelcome #Noislam 
#esreicht #AfDwählen
http://",Jul 02 2017,0,
Polizeiinspektion Hildesheim: Mehrere SachbeschädigungenSarstedt (Wei) http://,Jul 02 2017,0,
Avignon: Acht Verletzte bei Schüssen vor Moschee http:// via @name,Jul 03 2017,0,
@name Lenin❓hast de lange Weile ❓,Jul 04 2017,0,
... aus den Zelten & rein in den #AntikapBlock!? :) Gegen Spaltung - Gemeinsam gegen #Kapitalismus & #G20! #NoG20 #welcometohell #G20toHELL,Jul 05 2017,0,
"@name Wenn solche Schlampen auf de Schnauze kriegen, dann zurecht.. #nichtzubedauern",Jul 05 2017,0,
"Feindfahrt gegen Kapitalismus & Imperialismus
http://
#NoG20 #fckG20 #G20toHELL #welcometohell #AntiKap #NSjetzt
http://",Jul 06 2017,3,0040.jpg
"Die Anklage hätte auf Mordversuch lauten müssen. 
Der Tod der Frau wäre billigend und lachend in Kauf genommen worden 
#UBahnTreter #Berlin",Jul 06 2017,1,
"Grüße gehen an #ReconquistaDeutschland die ebenfalls in #Hamburg umsonst duschen! ;)
http://
#NoG20 #fckG20 #welcometohell",Jul 06 2017,0,
Ob #Hamburg oder anderswo: Kritik an #G20 & Kapitalismus nicht den Kommunisten überlassen!#NoG20 #G20toHELL #welcometohell #AntiKap #NSjetzt,Jul 06 2017,8,
@name @polizei Friedlich wie eh und je,Jul 07 2017,1,
"Soziale Revolution statt kapitalistische Ausbeutung und Imperialismus!
#AntiKap #ResistCapitalism #NoG20 #BlockG20 #fckG20",Jul 07 2017,4,
"#g20protest #G20HH2017
Für diese ""Aktivisten"" (=neues Wort für Verbrecher)würde ich mir russische #Sicherheitskräfte wünschen!! 
#G20  #BRD",Jul 09 2017,1,
"@name @name Nein, nicht traurig sondern vollkommen richtig und notwendig!!!!",Jul 09 2017,4,
@name @name Wie gaga bist Du denn ??? Die Basis unserer  Kindererziehung war Anstand und Rücksicht.. für das linke Dreckspack sind das Fremdwörter,Jul 09 2017,2,
"Das der Polizei nach tagelangem #Terror #linker #Aktivisten (=Verbrecher) auch mal der Kragen platzt ist vollkommen verständlich !! 
#G20
http://",Jul 09 2017,1,
"Diese gekünstelte schwere Verletzung ist wohl der Witz des Tages! 
aber anschließend Polizisten Böller ins Gesicht werfen 
#G20HH2017 #G20
http://",Jul 09 2017,1,
"Wer sich mehr über die Sachbeschädigungen von G20-Gegnern aufregt, als über Politik der #G20 und ihrer Treffen ist teil des Problems!
#NoG20",Jul 09 2017,9,
@Ralf_Stegner Sowas kann nur ein Einzeller von sich geben..,Jul 10 2017,0,
"G20-Kontrollen in Sachsen: Viel ""Beifang"" für die Polizei - TAG24 http://",Jul 11 2017,0,
@name Ein Anfang ❓,Jul 12 2017,0,
@name Haha 😂 Onkelz jawohl 👍,Jul 12 2017,0,
Unbekannte mähten Hakenkreuz in Gemeinschaftsgarten - Wer ist der Rasen-Nazi aus Castrop-Rauxel? http://,Jul 12 2017,0,
@name @name Aus Protest ne lecker Grillhaxe mitnehmen.. 🍖,Jul 13 2017,1,
@name @polizei Vielleicht kommt ja die Berliner Einheit 🤔🤣,Jul 13 2017,1,
@name Einen unförmigen nass gewordenen Pappkarton 🤔😏,Jul 13 2017,3,
"@name Hinzu kommt wahrscheinlich, total psychisch krank.. Wie die ganzen Dreckschweine.. 😠😠😠👊👊👊",Jul 13 2017,0,
@polizei Der gleiche Abschaum wie immer.. 😠😠,Jul 13 2017,0,
"Es hieß doch mal.. hängt #dieGruenen solange es noch Bäume gibt..
wurde leider versäumt 
#Deutschland #BRD #G20HH2017 
#G20 #AfDwählen
http://",Jul 13 2017,1,
"@name Oimjakon...? 
aber ich glaube wissenschaftlich nicht anerkannt",Jul 17 2017,0,
"Zum morgigen 20.Juli :
Fr. #Merkel dieser Mann wollte das Beste für #Deutschland was man von Ihnen wirklich nicht sagen kann
#Stauffenberg
http://",Jul 19 2017,6,0041.jpg
"..hier fehlt die größte Terroristenbande seit der RAF... #ProAsyl !! 
#Deutschland #BRD #AfDwählen
#Noislam #esreicht #migrantennotwelcome
http://",Jul 21 2017,3,
Mohamed A. (27) soll bald frei kommen - Inhaftierter Islamist droht mit Anschlägen nach Entlassung http://,Jul 21 2017,0,
SEK-Einsatz in Kassel - Schüsse in Mehrfamilienhaus gemeldet http://,Jul 21 2017,0,
"Natürlich waren wir bei den Protesten gegen #G20 dabei! #NoG20
http://
#AntikapvonRechts #AntiKap #NSjetzt #fckG20 #77HH",Jul 22 2017,2,
"#uckermark #angeln #brandenburg
Gestern Abend, Nähe #Templin
http://",Jul 24 2017,2,0042.jpg
@name Genau.. Das denke ich mir auch immer.. 😉👍,Jul 24 2017,1,
@Joerg_Meuthen @name Dieser Einzeller ist die größte Schande überhaupt.. Pfui..,Jul 26 2017,0,
"Sehr geehrte Frau #Merkel  
fahren Sie zu den Angehörigen des #Barmbek #Opfers  schauen Sie diesen in die Augen und schämen Sie sich !!!",Jul 29 2017,7,
@name Unsere Badestelle.. 😎👍,Jul 31 2017,1,
@name Sie sind ja fast so Homophob wie die Moslems! http://,Aug 02 2017,0,0043.jpg
@name ist #Dododeutsche aus Überzeugung. Nichts macht sie glücklicher als unser Untergang. http://,Aug 02 2017,3,0044.jpg
"@name @name Bin ja deiner Meinung, aber in der Realität ist die Burka eine recht luftige Kleidung. Gibt schlimmeres bei Hitze.",Aug 02 2017,0,
@name @name Die Absicht einer Äußerung ändert nichts am Wahrheitsgehalt. Gut gemeinte Unwahrheiten werden nicht Wahr und umgekehrt.,Aug 02 2017,1,
@name @name Dieses Denken führt unweigerlich zu Ideologie. Betrachten Sie Ideen frei von ihrem Verfasser. Nur so können Sie zur Wahrheit gelangen.,Aug 02 2017,1,
@name @name Sie wollen das Bild über den Autor als schädlich brandmarken. Klassischer ad hominem. Von wegen philosophische Argumentation...,Aug 02 2017,1,
"@name Der Typ hält sich für einen Universal-gelehrten, obwohl er nur Ahnung von Astronomie/Physik hat. Lächerlich der Typ.",Aug 02 2017,1,
"@name ""Die ganze Welt beneidet derzeit die Bundesrepublik"". Ich glaube nicht, Kevin.",Aug 03 2017,0,
@name @name Geiler Typ. Top Friese übrigens auch. http://,Aug 03 2017,1,
"@name Ja, sehr stabiles Chaos was sie da macht.",Aug 03 2017,0,
@name Könnt kotzen.. 😠👊,Aug 03 2017,0,
@name Mhh naja. Der hier ist besser. http://,Aug 03 2017,0,
"@name Umgeschult? Umgeschult kann man nur werden, wenn man schon eine Ausbildung hat. Lächerlich!",Aug 03 2017,5,
"@news Glaubt ihr wir vergessen eure Lügen so einfach? Die Wahrheit war von Anfang an offensichtlich, aber ihr wolltet es verschleiern. SO NICHT!",Aug 03 2017,2,
@name Abschaum.. 😠👊,Aug 04 2017,1,
@name Der Junge ist alt genug um die Wahrheit zu erfahren.,Aug 04 2017,1,
"#merkel #gutmenschen #Türkei #flüchtlinge 

So siehts aus.. 👊🙋
http://",Aug 06 2017,2,0045.jpg
#Gäfgen ... man wird sehen was die knallharte #deutsche #Justiz aus dem Antrag macht ..ich fürchte aber das Schw..n kommt damit durch,Aug 11 2017,1,
@name Man kann damit aber nicht die Kinder von 5.276.919 Menschen ernähren.,Aug 13 2017,0,
@name Sagst ausgerechnet du Lappen.. #ScheissRB,Aug 14 2017,0,
"Es geht immer weiter und weiter
Auto in #Paris in Lokal gerast
ein Mädchen tot
wenn das mal nicht ein traumatisierter Buddhist war..",Aug 14 2017,1,
"@name Bilder, oder es ist nicht passiert!",Aug 15 2017,0,
@news Die Tagesschau hängt immer noch in WWII-Propaganda fest und jetzt gibt sie es sogar zu. Ihr seid ein Witz.,Aug 15 2017,1,
@news Was kommt als nächstes? Rechtsrechter Turboradikaler?,Aug 15 2017,0,
Ab sofort erhältlich http://,Aug 15 2017,0,
"Alle wissen, dass dir bei der Aufmerksamkeit einer abgeht. Du bist nicht mehr als eine Dramaqueen.",Aug 15 2017,1,
"Kauftipp: Flammenaar - Gottes Sohn Digi-CD

 http://
http://",Aug 15 2017,0,
@name @name Letztes Wochenende war doch Mad Max. Bald haben wir alle Dystopien durch und können uns auf Utopien konzentrieren.,Aug 16 2017,3,
@name Die offensichtlichste Antwort fehlt. Die Regierung. Eine Eskalation war gewollt und es wurde entsprechend gehandelt.,Aug 16 2017,2,
@Die_Gruenen Ihr seid die allerletzten die am Flüchtlingsnarrativ festhalten. ES IST 2017!,Aug 17 2017,0,
@name ... schrieb der FAZ Journalist. Null Selbstreflexion.,Aug 17 2017,0,
@name Bei Obama hast du dich auch nicht beschwert. http://,Aug 17 2017,0,
@name Der erste Satz ist schon falsch. Unter sich bleiben wollen =/= Sich für das beste halten.,Aug 17 2017,0,
@name Die AfD-Nazis werden mehr stimmen bekommen als Piraten. -> Nazis sind beliebter als ihr. Heh.,Aug 17 2017,0,
"@name Die einen wurden erschossen, die anderen sind selbstverschuldet ertrunken beim Versuch der illegalen Einwanderung.",Aug 17 2017,0,
@name Du solltest einen BH tragen.,Aug 17 2017,0,
@name Manche Gruppen sind Integrationsunfähig. Das führt auf lange Sicht zwangsläufig zu Separation und dann Konflikten.,Aug 17 2017,0,
@name Noch dümmer?,Aug 17 2017,0,
"@name Passiert in Europa wöchentlich. Berichtet aber kaum jemand, da es keine Nazis sind. http://",Aug 17 2017,0,
@name Sie identifiziert sich als Mädchen du Chauvi!,Aug 17 2017,0,
@name Widerstand ist zwecklos.,Aug 17 2017,0,
"Jedesmal wenn du @name schreibst, erinnerst du uns alle an deine Feigheit.",Aug 17 2017,2,
"Lustiger Lurch hat gesprochen !! Dank #Merkel gibt es in #Deutschland #BRD wirklich für jeden Idioten eine Bühne 
#AfDwählen 
#Noislam
http://",Aug 17 2017,0,
"Wollte dir keine Angst machen. Dachte du brauchst noch nen Spruch, wenn du wieder malen gehen willst.",Aug 17 2017,1,
@name Sie sind der einzige der den Hashtag #sp1908 benutzt. Bitte benutzen Sie #B1908.,Aug 18 2017,2,
"Vollkommen abartig ist, dass es nach all dem #Terror immer noch solche A..L gibt, die glauben der #Islam gehört zu #Deutschland  + #Europa",Aug 18 2017,3,
"Warum wird immer von Neonazi Randale gesprochen? Es waren Proteste gegen #G20!
#NoG20 #fckG20 #AntiKap
http://",Aug 18 2017,0,
@name @name Wie wäre es mit Grenzen dicht...???,Aug 20 2017,1,
auch das wird im PlemPlemLand #Deutschland #BRD irgendwann  vor einem bekifften #Gutmensch Prüfungsausschuss landen und reguliert werden!!! http://,Aug 21 2017,6,0046.jpg
Winter Eternal läuft hier gerade rauf und runter...... http://,Aug 24 2017,1,
"Dank #Merkel werden Sie kommen, millionenfach und unkontrolliert. Sie werden #Deutschland #BRD #Europa in ein nie dagewesenes Chaos stürzen http://",Aug 26 2017,11,0047.jpg
"Heute wieder mal in #MUC mit der U-Bahn unterwegs. 
Musste div. Bahnhöfen neue Namen geben:
Algier, Mombasa, Neu-Kabul
Danke Fr. #Merkel",Aug 26 2017,5,
"Jetzt ist amtlich:
#Merkel vollkommen verrückt geworden. Jeder Bezug zu Ihrem eigenen Volk ist verloren !!
#AfDwählen #Noislam 
#abmerkeln
http://",Aug 27 2017,1,
"noch ein Beispiel vom totalen #Realitätsverlust unserer   #Volksverräter
Jetzt erst recht:
#AfDwählen #Noislam 
#abmerkeln
http://",Aug 27 2017,7,
Am Strand von Rimini: Vier Männer vergewaltigen Frau vor den Augen ihres Freundes http:// via @news,Aug 28 2017,0,
"Das Beste von unseren #Volksverrätern
das schlimme daran:
Sie glauben den Mist den Sie uns vorlügen
#Deutschland #BRD 
#AfDwählen #esreicht
http://",Aug 29 2017,2,
@name @name Scheiss Arschkriecher.. 😠😠,Sep 03 2017,0,
"@name @name Zur Grundwehrdienstzeiten fiell bei mir zumindest sogar der Sporttest weg, weil grade Personalprobleme....",Sep 03 2017,1,
@name Eine geile Zeit gewesen.. Nich überall dieser Abschaum.....,Sep 05 2017,1,
"Hörprobe vom neuen Album von Flammenaar

Album: Gottes Sohn
Band: Flammenaar
Format: Digipak CD, 6-panel

Buy... http://",Sep 05 2017,0,
"Der #Islam kommt näher und näher.
90% der #Deutschen #BRD wollen es einfach nicht sehen !!
#AfDwählen #Noislam
#esreicht #norefugees
http://",Sep 06 2017,3,0048.jpg
@name @name So ein Stück Scheisse.. Solch Abschaum rennt hier nun tausendfach rum..😠😠😠 #merkelmussweg,Sep 06 2017,2,
Neulich bei... http://,Sep 06 2017,0,
"Herzlichen Willkommen im Irrenhaus!
Wikinger-Symbolik = Nazi
http://",Sep 07 2017,1,
"Hört, hört... http://",Sep 07 2017,1,
@name @MartinSchulz @spdde Nee. 75 werden wir sein müssen um euren Scheiß bezahlen zu können.,Sep 09 2017,1,
@name @name @MartinSchulz @MartinSchulz  bidert sich Jahre über der Türkei an und jetzt das? WAHLKAMPF. Mein letzter tweet dazu. Schönen Abend.,Sep 09 2017,0,
@name @name @MartinSchulz Das wir er nicht hören. Glaub mir.,Sep 09 2017,1,
@name @name @MartinSchulz Lass uns das Thema beenden. Führt zu nichts.,Sep 09 2017,0,
@name @name Die kommenden 4 Jahre. Wenn sie gewinnen würden. Was eigentlich jeglichen Grund einer Diskussion nimmt. 😂😂,Sep 09 2017,0,
@name @Ralf_Stegner Stimmt. Stegner zum Beispiel.,Sep 09 2017,1,
@name Danke an alle die da sind. Wir brauchen euch.,Sep 09 2017,2,
@name Lasst endlich euren unsinnig geplanten Anti Europa Dings bums und ihr werdet auch gewählt. Leute. Ehrlich.,Sep 09 2017,0,
@spdde  Die letzten 4 Jahre regiert ihr mit! Und jetzt macht ihr eure Politik schlecht damit wir euch wählen? Genau mein Humor.,Sep 09 2017,0,
"Dieser wundervolle Tonträger hat es nun auch endlich in unser Programm geschafft...
Es wurde auch höchste Zeit! http://",Sep 09 2017,0,
Ich bin auf die Tweets von @Ralf_Stegner gespannt wenn die #AFD Dank Super Martin stärker als die #SPD wird.,Sep 09 2017,0,
Morgen früh hole ich meine Tochter(11 Monate) zu uns ins Bett und erkläre ihr wieder das kuscheln ohne treten abläuft. Das Leben ist schön.,Sep 09 2017,0,
Noch 6 Exemplare verfügbar http://,Sep 09 2017,0,
"Sehr guter Tipp:
Falls ihr Flammenaar noch nicht, erhöht die Lautstärke!

Flammenaar CD jetzt bei uns bestellen!... http://",Sep 09 2017,0,
